gender,hair_color,hair_texture,hair_thickness,hairline_shape,asset_id,material_id,asset_match_type,sample_count
female,auburn,curly,fine,rounded,hair_female_curly_rounded,mat_hair_auburn,exact,3
female,auburn,curly,fine,straight,hair_female_curly_straight,mat_hair_auburn,exact,2
female,auburn,curly,medium,rounded,hair_female_curly_rounded,mat_hair_auburn,exact,4
female,auburn,curly,medium,straight,hair_female_curly_straight,mat_hair_auburn,exact,3
female,auburn,curly,medium,widow_peak,hair_female_curly_widow_peak,mat_hair_auburn,exact,1
female,auburn,curly,thick,rounded,hair_female_curly_rounded,mat_hair_auburn,exact,2
female,auburn,curly,thick,widow_peak,hair_female_curly_widow_peak,mat_hair_auburn,exact,3
female,auburn,straight,fine,rounded,hair_female_straight_rounded,mat_hair_auburn,exact,2
female,auburn,straight,fine,straight,hair_female_straight_straight,mat_hair_auburn,exact,1
female,auburn,straight,fine,widow_peak,hair_female_straight_widow_peak,mat_hair_auburn,exact,1
female,auburn,straight,medium,rounded,hair_female_straight_rounded,mat_hair_auburn,exact,6
female,auburn,straight,medium,straight,hair_female_straight_straight,mat_hair_auburn,exact,1
female,auburn,straight,medium,widow_peak,hair_female_straight_widow_peak,mat_hair_auburn,exact,7
female,auburn,straight,thick,rounded,hair_female_straight_rounded,mat_hair_auburn,exact,3
female,auburn,straight,thick,straight,hair_female_straight_straight,mat_hair_auburn,exact,1
female,auburn,straight,thick,widow_peak,hair_female_straight_widow_peak,mat_hair_auburn,exact,5
female,auburn,wavy,fine,rounded,hair_female_wavy_rounded,mat_hair_auburn,exact,2
female,auburn,wavy,fine,straight,hair_female_wavy_straight,mat_hair_auburn,exact,1
female,auburn,wavy,fine,widow_peak,hair_female_wavy_widow_peak,mat_hair_auburn,exact,5
female,auburn,wavy,medium,rounded,hair_female_wavy_rounded,mat_hair_auburn,exact,9
female,auburn,wavy,medium,straight,hair_female_wavy_straight,mat_hair_auburn,exact,3
female,auburn,wavy,thick,rounded,hair_female_wavy_rounded,mat_hair_auburn,exact,6
female,auburn,wavy,thick,straight,hair_female_wavy_straight,mat_hair_auburn,exact,5
female,auburn,wavy,thick,widow_peak,hair_female_wavy_widow_peak,mat_hair_auburn,exact,5
female,black,curly,fine,rounded,hair_female_curly_rounded,mat_hair_black,exact,10
female,black,curly,fine,straight,hair_female_curly_straight,mat_hair_black,exact,10
female,black,curly,fine,widow_peak,hair_female_curly_widow_peak,mat_hair_black,exact,6
female,black,curly,medium,rounded,hair_female_curly_rounded,mat_hair_black,exact,39
female,black,curly,medium,straight,hair_female_curly_straight,mat_hair_black,exact,12
female,black,curly,medium,widow_peak,hair_female_curly_widow_peak,mat_hair_black,exact,33
female,black,curly,thick,rounded,hair_female_curly_rounded,mat_hair_black,exact,26
female,black,curly,thick,straight,hair_female_curly_straight,mat_hair_black,exact,8
female,black,curly,thick,widow_peak,hair_female_curly_widow_peak,mat_hair_black,exact,15
female,black,straight,fine,rounded,hair_female_straight_rounded,mat_hair_black,exact,24
female,black,straight,fine,straight,hair_female_straight_straight,mat_hair_black,exact,9
female,black,straight,fine,widow_peak,hair_female_straight_widow_peak,mat_hair_black,exact,22
female,black,straight,medium,rounded,hair_female_straight_rounded,mat_hair_black,exact,50
female,black,straight,medium,straight,hair_female_straight_straight,mat_hair_black,exact,20
female,black,straight,medium,widow_peak,hair_female_straight_widow_peak,mat_hair_black,exact,38
female,black,straight,thick,rounded,hair_female_straight_rounded,mat_hair_black,exact,36
female,black,straight,thick,straight,hair_female_straight_straight,mat_hair_black,exact,14
female,black,straight,thick,widow_peak,hair_female_straight_widow_peak,mat_hair_black,exact,32
female,black,wavy,fine,rounded,hair_female_wavy_rounded,mat_hair_black,exact,54
female,black,wavy,fine,straight,hair_female_wavy_straight,mat_hair_black,exact,25
female,black,wavy,fine,widow_peak,hair_female_wavy_widow_peak,mat_hair_black,exact,29
female,black,wavy,medium,rounded,hair_female_wavy_rounded,mat_hair_black,exact,85
female,black,wavy,medium,straight,hair_female_wavy_straight,mat_hair_black,exact,32
female,black,wavy,medium,widow_peak,hair_female_wavy_widow_peak,mat_hair_black,exact,67
female,black,wavy,thick,rounded,hair_female_wavy_rounded,mat_hair_black,exact,60
female,black,wavy,thick,straight,hair_female_wavy_straight,mat_hair_black,exact,21
female,black,wavy,thick,widow_peak,hair_female_wavy_widow_peak,mat_hair_black,exact,53
female,blonde,curly,fine,rounded,hair_female_curly_rounded,mat_hair_blonde,exact,1
female,blonde,curly,fine,straight,hair_female_curly_straight,mat_hair_blonde,exact,5
female,blonde,curly,fine,widow_peak,hair_female_curly_widow_peak,mat_hair_blonde,exact,7
female,blonde,curly,medium,rounded,hair_female_curly_rounded,mat_hair_blonde,exact,22
female,blonde,curly,medium,straight,hair_female_curly_straight,mat_hair_blonde,exact,5
female,blonde,curly,medium,widow_peak,hair_female_curly_widow_peak,mat_hair_blonde,exact,10
female,blonde,curly,thick,rounded,hair_female_curly_rounded,mat_hair_blonde,exact,6
female,blonde,curly,thick,straight,hair_female_curly_straight,mat_hair_blonde,exact,3
female,blonde,curly,thick,widow_peak,hair_female_curly_widow_peak,mat_hair_blonde,exact,7
female,blonde,straight,fine,rounded,hair_female_straight_rounded,mat_hair_blonde,exact,8
female,blonde,straight,fine,straight,hair_female_straight_straight,mat_hair_blonde,exact,7
female,blonde,straight,fine,widow_peak,hair_female_straight_widow_peak,mat_hair_blonde,exact,6
female,blonde,straight,medium,rounded,hair_female_straight_rounded,mat_hair_blonde,exact,28
female,blonde,straight,medium,straight,hair_female_straight_straight,mat_hair_blonde,exact,10
female,blonde,straight,medium,widow_peak,hair_female_straight_widow_peak,mat_hair_blonde,exact,10
female,blonde,straight,thick,rounded,hair_female_straight_rounded,mat_hair_blonde,exact,15
female,blonde,straight,thick,straight,hair_female_straight_straight,mat_hair_blonde,exact,3
female,blonde,straight,thick,widow_peak,hair_female_straight_widow_peak,mat_hair_blonde,exact,6
female,blonde,wavy,fine,rounded,hair_female_wavy_rounded,mat_hair_blonde,exact,12
female,blonde,wavy,fine,straight,hair_female_wavy_straight,mat_hair_blonde,exact,2
female,blonde,wavy,fine,widow_peak,hair_female_wavy_widow_peak,mat_hair_blonde,exact,11
female,blonde,wavy,medium,rounded,hair_female_wavy_rounded,mat_hair_blonde,exact,35
female,blonde,wavy,medium,straight,hair_female_wavy_straight,mat_hair_blonde,exact,10
female,blonde,wavy,medium,widow_peak,hair_female_wavy_widow_peak,mat_hair_blonde,exact,27
female,blonde,wavy,thick,rounded,hair_female_wavy_rounded,mat_hair_blonde,exact,17
female,blonde,wavy,thick,straight,hair_female_wavy_straight,mat_hair_blonde,exact,5
female,blonde,wavy,thick,widow_peak,hair_female_wavy_widow_peak,mat_hair_blonde,exact,18
female,brown,curly,fine,rounded,hair_female_curly_rounded,mat_hair_brown,exact,65
female,brown,curly,fine,straight,hair_female_curly_straight,mat_hair_brown,exact,21
female,brown,curly,fine,widow_peak,hair_female_curly_widow_peak,mat_hair_brown,exact,52
female,brown,curly,medium,rounded,hair_female_curly_rounded,mat_hair_brown,exact,183
female,brown,curly,medium,straight,hair_female_curly_straight,mat_hair_brown,exact,49
female,brown,curly,medium,widow_peak,hair_female_curly_widow_peak,mat_hair_brown,exact,141
female,brown,curly,thick,rounded,hair_female_curly_rounded,mat_hair_brown,exact,102
female,brown,curly,thick,straight,hair_female_curly_straight,mat_hair_brown,exact,38
female,brown,curly,thick,widow_peak,hair_female_curly_widow_peak,mat_hair_brown,exact,86
female,brown,straight,fine,rounded,hair_female_straight_rounded,mat_hair_brown,exact,90
female,brown,straight,fine,straight,hair_female_straight_straight,mat_hair_brown,exact,40
female,brown,straight,fine,widow_peak,hair_female_straight_widow_peak,mat_hair_brown,exact,71
female,brown,straight,medium,rounded,hair_female_straight_rounded,mat_hair_brown,exact,272
female,brown,straight,medium,straight,hair_female_straight_straight,mat_hair_brown,exact,87
female,brown,straight,medium,widow_peak,hair_female_straight_widow_peak,mat_hair_brown,exact,200
female,brown,straight,thick,rounded,hair_female_straight_rounded,mat_hair_brown,exact,178
female,brown,straight,thick,straight,hair_female_straight_straight,mat_hair_brown,exact,56
female,brown,straight,thick,widow_peak,hair_female_straight_widow_peak,mat_hair_brown,exact,115
female,brown,wavy,fine,rounded,hair_female_wavy_rounded,mat_hair_brown,exact,184
female,brown,wavy,fine,straight,hair_female_wavy_straight,mat_hair_brown,exact,58
female,brown,wavy,fine,widow_peak,hair_female_wavy_widow_peak,mat_hair_brown,exact,130
female,brown,wavy,medium,rounded,hair_female_wavy_rounded,mat_hair_brown,exact,397
female,brown,wavy,medium,straight,hair_female_wavy_straight,mat_hair_brown,exact,157
female,brown,wavy,medium,widow_peak,hair_female_wavy_widow_peak,mat_hair_brown,exact,341
female,brown,wavy,thick,rounded,hair_female_wavy_rounded,mat_hair_brown,exact,284
female,brown,wavy,thick,straight,hair_female_wavy_straight,mat_hair_brown,exact,88
female,brown,wavy,thick,widow_peak,hair_female_wavy_widow_peak,mat_hair_brown,exact,193
female,red,curly,fine,widow_peak,hair_female_curly_widow_peak,mat_hair_red,exact,1
female,red,curly,medium,rounded,hair_female_curly_rounded,mat_hair_red,exact,2
female,red,curly,medium,straight,hair_female_curly_straight,mat_hair_red,exact,2
female,red,curly,medium,widow_peak,hair_female_curly_widow_peak,mat_hair_red,exact,4
female,red,curly,thick,rounded,hair_female_curly_rounded,mat_hair_red,exact,1
female,red,straight,fine,widow_peak,hair_female_straight_widow_peak,mat_hair_red,exact,1
female,red,straight,medium,rounded,hair_female_straight_rounded,mat_hair_red,exact,3
female,red,straight,medium,straight,hair_female_straight_straight,mat_hair_red,exact,1
female,red,straight,medium,widow_peak,hair_female_straight_widow_peak,mat_hair_red,exact,4
female,red,straight,thick,rounded,hair_female_straight_rounded,mat_hair_red,exact,1
female,red,straight,thick,straight,hair_female_straight_straight,mat_hair_red,exact,1
female,red,wavy,fine,rounded,hair_female_wavy_rounded,mat_hair_red,exact,2
female,red,wavy,fine,widow_peak,hair_female_wavy_widow_peak,mat_hair_red,exact,3
female,red,wavy,medium,rounded,hair_female_wavy_rounded,mat_hair_red,exact,3
female,red,wavy,medium,straight,hair_female_wavy_straight,mat_hair_red,exact,3
female,red,wavy,medium,widow_peak,hair_female_wavy_widow_peak,mat_hair_red,exact,1
female,red,wavy,thick,rounded,hair_female_wavy_rounded,mat_hair_red,exact,2
male,auburn,curly,fine,rounded,hair_male_curly_rounded,mat_hair_auburn,exact,1
male,auburn,curly,fine,straight,hair_male_curly_straight,mat_hair_auburn,exact,1
male,auburn,curly,fine,widow_peak,hair_male_curly_widow_peak,mat_hair_auburn,exact,4
male,auburn,curly,medium,rounded,hair_male_curly_rounded,mat_hair_auburn,exact,6
male,auburn,curly,medium,straight,hair_male_curly_straight,mat_hair_auburn,exact,2
male,auburn,curly,medium,widow_peak,hair_male_curly_widow_peak,mat_hair_auburn,exact,2
male,auburn,curly,thick,rounded,hair_male_curly_rounded,mat_hair_auburn,exact,1
male,auburn,curly,thick,widow_peak,hair_male_curly_widow_peak,mat_hair_auburn,exact,2
male,auburn,straight,fine,rounded,hair_male_straight_rounded,mat_hair_auburn,exact,2
male,auburn,straight,fine,widow_peak,hair_male_straight_widow_peak,mat_hair_auburn,exact,1
male,auburn,straight,medium,rounded,hair_male_straight_rounded,mat_hair_auburn,exact,9
male,auburn,straight,medium,straight,hair_male_straight_straight,mat_hair_auburn,exact,2
male,auburn,straight,medium,widow_peak,hair_male_straight_widow_peak,mat_hair_auburn,exact,7
male,auburn,straight,thick,rounded,hair_male_straight_rounded,mat_hair_auburn,exact,6
male,auburn,straight,thick,widow_peak,hair_male_straight_widow_peak,mat_hair_auburn,exact,6
male,auburn,wavy,fine,rounded,hair_male_wavy_rounded,mat_hair_auburn,exact,1
male,auburn,wavy,fine,straight,hair_male_wavy_straight,mat_hair_auburn,exact,1
male,auburn,wavy,fine,widow_peak,hair_male_wavy_widow_peak,mat_hair_auburn,exact,6
male,auburn,wavy,medium,rounded,hair_male_wavy_rounded,mat_hair_auburn,exact,5
male,auburn,wavy,medium,straight,hair_male_wavy_straight,mat_hair_auburn,exact,3
male,auburn,wavy,medium,widow_peak,hair_male_wavy_widow_peak,mat_hair_auburn,exact,7
male,auburn,wavy,thick,rounded,hair_male_wavy_rounded,mat_hair_auburn,exact,5
male,auburn,wavy,thick,straight,hair_male_wavy_straight,mat_hair_auburn,exact,1
male,auburn,wavy,thick,widow_peak,hair_male_wavy_widow_peak,mat_hair_auburn,exact,7
male,black,curly,fine,rounded,hair_male_curly_rounded,mat_hair_black,exact,9
male,black,curly,fine,straight,hair_male_curly_straight,mat_hair_black,exact,10
male,black,curly,fine,widow_peak,hair_male_curly_widow_peak,mat_hair_black,exact,17
male,black,curly,medium,rounded,hair_male_curly_rounded,mat_hair_black,exact,45
male,black,curly,medium,straight,hair_male_curly_straight,mat_hair_black,exact,13
male,black,curly,medium,widow_peak,hair_male_curly_widow_peak,mat_hair_black,exact,42
male,black,curly,thick,rounded,hair_male_curly_rounded,mat_hair_black,exact,28
male,black,curly,thick,straight,hair_male_curly_straight,mat_hair_black,exact,7
male,black,curly,thick,widow_peak,hair_male_curly_widow_peak,mat_hair_black,exact,19
male,black,straight,fine,rounded,hair_male_straight_rounded,mat_hair_black,exact,23
male,black,straight,fine,straight,hair_male_straight_straight,mat_hair_black,exact,12
male,black,straight,fine,widow_peak,hair_male_straight_widow_peak,mat_hair_black,exact,13
male,black,straight,medium,rounded,hair_male_straight_rounded,mat_hair_black,exact,72
male,black,straight,medium,straight,hair_male_straight_straight,mat_hair_black,exact,25
male,black,straight,medium,widow_peak,hair_male_straight_widow_peak,mat_hair_black,exact,42
male,black,straight,thick,rounded,hair_male_straight_rounded,mat_hair_black,exact,33
male,black,straight,thick,straight,hair_male_straight_straight,mat_hair_black,exact,16
male,black,straight,thick,widow_peak,hair_male_straight_widow_peak,mat_hair_black,exact,24
male,black,wavy,fine,rounded,hair_male_wavy_rounded,mat_hair_black,exact,40
male,black,wavy,fine,straight,hair_male_wavy_straight,mat_hair_black,exact,13
male,black,wavy,fine,widow_peak,hair_male_wavy_widow_peak,mat_hair_black,exact,25
male,black,wavy,medium,rounded,hair_male_wavy_rounded,mat_hair_black,exact,94
male,black,wavy,medium,straight,hair_male_wavy_straight,mat_hair_black,exact,32
male,black,wavy,medium,widow_peak,hair_male_wavy_widow_peak,mat_hair_black,exact,54
male,black,wavy,thick,rounded,hair_male_wavy_rounded,mat_hair_black,exact,65
male,black,wavy,thick,straight,hair_male_wavy_straight,mat_hair_black,exact,16
male,black,wavy,thick,widow_peak,hair_male_wavy_widow_peak,mat_hair_black,exact,37
male,blonde,curly,fine,rounded,hair_male_curly_rounded,mat_hair_blonde,exact,10
male,blonde,curly,fine,widow_peak,hair_male_curly_widow_peak,mat_hair_blonde,exact,5
male,blonde,curly,medium,rounded,hair_male_curly_rounded,mat_hair_blonde,exact,16
male,blonde,curly,medium,straight,hair_male_curly_straight,mat_hair_blonde,exact,8
male,blonde,curly,medium,widow_peak,hair_male_curly_widow_peak,mat_hair_blonde,exact,15
male,blonde,curly,thick,rounded,hair_male_curly_rounded,mat_hair_blonde,exact,8
male,blonde,curly,thick,straight,hair_male_curly_straight,mat_hair_blonde,exact,4
male,blonde,curly,thick,widow_peak,hair_male_curly_widow_peak,mat_hair_blonde,exact,9
male,blonde,straight,fine,rounded,hair_male_straight_rounded,mat_hair_blonde,exact,7
male,blonde,straight,fine,straight,hair_male_straight_straight,mat_hair_blonde,exact,6
male,blonde,straight,fine,widow_peak,hair_male_straight_widow_peak,mat_hair_blonde,exact,4
male,blonde,straight,medium,rounded,hair_male_straight_rounded,mat_hair_blonde,exact,28
male,blonde,straight,medium,straight,hair_male_straight_straight,mat_hair_blonde,exact,4
male,blonde,straight,medium,widow_peak,hair_male_straight_widow_peak,mat_hair_blonde,exact,16
male,blonde,straight,thick,rounded,hair_male_straight_rounded,mat_hair_blonde,exact,23
male,blonde,straight,thick,straight,hair_male_straight_straight,mat_hair_blonde,exact,7
male,blonde,straight,thick,widow_peak,hair_male_straight_widow_peak,mat_hair_blonde,exact,10
male,blonde,wavy,fine,rounded,hair_male_wavy_rounded,mat_hair_blonde,exact,22
male,blonde,wavy,fine,straight,hair_male_wavy_straight,mat_hair_blonde,exact,6
male,blonde,wavy,fine,widow_peak,hair_male_wavy_widow_peak,mat_hair_blonde,exact,22
male,blonde,wavy,medium,rounded,hair_male_wavy_rounded,mat_hair_blonde,exact,33
male,blonde,wavy,medium,straight,hair_male_wavy_straight,mat_hair_blonde,exact,13
male,blonde,wavy,medium,widow_peak,hair_male_wavy_widow_peak,mat_hair_blonde,exact,30
male,blonde,wavy,thick,rounded,hair_male_wavy_rounded,mat_hair_blonde,exact,29
male,blonde,wavy,thick,straight,hair_male_wavy_straight,mat_hair_blonde,exact,4
